"","X","Fecha","Texto","code","index","Polaridad"
"3095",95,"2021-12-17T09:48:41.000Z","RT @Marcos_Fraga_G: @perezreverte https://t.co/BFqTJyQIrd @Repsol","{}",NA,""
"3096",96,"2021-12-17T09:45:25.000Z","RT @tocamgar: Récord histórico en precio de la electricidad.
@jorpow @Ruiz_Noticias @RubenSanchezTW @facua 
( @iberdrola @Endesa @Naturgy @…","{}",NA,""
"3097",97,"2021-12-17T09:44:00.000Z","Récord histórico en precio de la electricidad.
@jorpow @Ruiz_Noticias @RubenSanchezTW @facua 
( @iberdrola @Endesa @Naturgy @EnergiaEDP @Repsol @jpmorgan @caixabank @NadiaCalvino @Teresaribera @sanchezcastejon ) https://t.co/ue649qAfS8","{}",NA,""
"3098",98,"2021-12-17T09:36:29.000Z","RT @UniversidadxC: La sección @urjcsomos @UniCienciaSomos requiere anular el Convenio de fornación con la contaminante @repsol. Si en @ESCE…","{}",NA,""
"3099",99,"2021-12-17T09:19:46.000Z","@MyWaylet @pavellons @Repsol @GuiaRepsol @HuaweiMobileESP 🍳🍟 huevos fritos con patatas @aliiiiciaaaa #LivingLaVidaWaylet","{}",NA,""
"3100",0,"2021-12-19T02:06:07.000Z","@MyWaylet @pavellons @Repsol @GuiaRepsol @HuaweiMobileESP 🥩🍄🍟 Filete con setas y patatas. #LivingLaVidaWaylet @Nazaret0021","{}",NA,""
"3101",1,"2021-12-19T01:39:48.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3102",2,"2021-12-19T01:31:22.000Z","RT @Repsol: Ven a Repsol y con Waylet podrás conseguir al instante uno de los más de 200.000 premios que regalamos por repostar.","{}",NA,""
"3103",3,"2021-12-19T00:50:43.000Z","RT @UniversidadxC: Todas estas grandes empresas como @repsol usan las #renovables de greenwashing Es imposible apoyarlas firmemente y en el…","{'code': 'Citizenship', 'polarity': 'P'}",NA,"4"
"3104",4,"2021-12-19T00:50:00.000Z","RT @UniversidadxC: Todas estas grandes empresas como @repsol usan las #renovables de greenwashing Es imposible apoyarlas firmemente y en el…","{'code': 'Citizenship', 'polarity': 'P'}",NA,"4"
"3105",5,"2021-12-19T00:47:03.000Z","RT @enri_vazquez: @Jfdezgo90 @RubenSanchezTW @iberdrola @Repsol @Endesa Cuidado que el doctor Ruben no haga con sus mentiras que gobierne l…","{}",NA,""
"3106",6,"2021-12-19T00:42:47.000Z","@MyWaylet @pavellons @Repsol @GuiaRepsol @HuaweiMobileESP #LivingLaVidaWaylet  
👩‍🍳🍷🍝🍮🫖     Con un vino, pasta, flan y un te 
@Soniablanco1990","{}",NA,""
"3107",7,"2021-12-19T00:25:38.000Z","RT @Repsol: Hay gestos que nos mueven y, cuando sumamos nuestras energías, ocurren cosas maravillosas. ¡Felices fiestas!","{}",NA,""
"3108",8,"2021-12-18T23:23:53.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3109",9,"2021-12-18T23:23:34.000Z","@lajornadaonline @iberdrola @Repsol Y aquí de llorones por las tarifas de CFE !! Que impone la secretaría de energía no CFE.","{}",NA,""
"3110",10,"2021-12-18T23:08:58.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3111",11,"2021-12-18T22:33:49.000Z","RT @enri_vazquez: @Jfdezgo90 @RubenSanchezTW @iberdrola @Repsol @Endesa Cuidado que el doctor Ruben no haga con sus mentiras que gobierne l…","{}",NA,""
"3112",12,"2021-12-18T22:20:16.000Z","RT @enri_vazquez: @Jfdezgo90 @RubenSanchezTW @iberdrola @Repsol @Endesa Cuidado que el doctor Ruben no haga con sus mentiras que gobierne l…","{}",NA,""
"3113",13,"2021-12-18T22:20:10.000Z","RT @Jfdezgo90: @RubenSanchezTW O se le planta cara desde las instituciones a las eléctricas o seguiremos asistiendo diariamente al robo por…","{}",NA,""
"3114",14,"2021-12-18T22:19:55.000Z","@MyWaylet @pavellons @Repsol @GuiaRepsol @HuaweiMobileESP 🥘🦞 Un buen arroz con bogavante junto a @CristinaYaez6","{'code': 'ProductsServices', 'polarity': 'P'}",NA,"4"
"3115",15,"2021-12-18T22:06:58.000Z","@lajornadaonline @iberdrola @Repsol Preocúpate por los mexicanos que estamos peores ..","{}",NA,""
"3116",16,"2021-12-18T22:05:18.000Z","@Iberia_fr @Repsol @aena @petronor Bonjour @Iberia_fr depuis Février, je n’ai pu embarquer sur un de vos vols suite à un test Covid positif qui m’a empêcher de voyager selon vos règles établies. 
A ce jour, aucun remboursement malgré mes relances, cette compagnie ne respecte pas les et n’est là que pour s’enrichir","{}",NA,""
"3117",17,"2021-12-18T21:46:27.000Z","@MyWaylet @pavellons @Repsol @GuiaRepsol @HuaweiMobileESP Me gusta el arroz 3 delicias 🍚😋 y el flan de huevo🍮 @hacebambam","{'code': 'ProductsServices', 'polarity': 'P'}",NA,"4"
"3118",18,"2021-12-18T21:33:10.000Z","RT @LaJornada: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18 millo…","{}",NA,""
"3119",19,"2021-12-18T21:31:48.000Z","RT @bocazar2: @javyvy @Repsol @urjcsomos @UniCienciaSomos La sombra negra que da el ciprés es alargada ...","{}",NA,""
"3120",20,"2021-12-18T21:31:42.000Z","RT @javyvy: Es indecente que a la mayor contaminante del país @Repsol se le permita entrar a ""formar"" sobre emergencia climática y ODS a un…","{}",NA,""
"3121",21,"2021-12-18T21:09:18.000Z","Imparable, la factura de la luz en #España

@Iberdrola y @Repsol tienen en vilo a 18 millones de hogares https://t.co/2DFNARUd6P","{}",NA,""
"3122",22,"2021-12-18T20:39:19.000Z","No sé pq tantes lluminàries per les @DecennalsValls si tenim això que ens il•lumina des de la @repsol o @DowIberica, que segons ens diuen que qui contaminen són els cotxes https://t.co/g5vskhev7a","{'code': 'Citizenship', 'polarity': 'N+'}",NA,""
"3123",23,"2021-12-18T20:30:18.000Z","RT @AutPortValencia: Celebramos este nuevo CMA CGM propulsado con GNL. En Valenciaport ya prestan servicio dos grandes suministradores de g…","{}",NA,""
"3124",24,"2021-12-18T20:29:23.000Z","RT @UniversidadxC: La sección @urjcsomos @UniCienciaSomos requiere anular el Convenio de fornación con la contaminante @repsol. Si en @ESCE…","{}",NA,""
"3125",25,"2021-12-18T20:28:26.000Z","RT @UniversidadxC: Todas estas grandes empresas tipo @Repsol @ferrovial empresas que usan las #Renovables
 de #greenwashing. Es imposible q…","{'code': 'Citizenship', 'polarity': 'NONE'}",NA,"3"
"3126",26,"2021-12-18T20:18:42.000Z","Hola @Repsol ¿Te gusta? https://t.co/K3tnAe3KBE","{}",NA,""
"3127",27,"2021-12-18T20:13:37.000Z","@MyWaylet @pavellons @Repsol @GuiaRepsol @HuaweiMobileESP #LivingLaVidaWaylet  🍚🦑⚫️🧄☁️ (arroz negro con alioli) @AJesus82","{}",NA,""
"3128",28,"2021-12-18T20:13:16.000Z","Gran jornada de regata hoy en Portosín con la celebración del I Campeonato Social - Trofeo ⁦@Repsol⁩ https://t.co/yOjDyRe3Eu","{}",NA,""
"3129",29,"2021-12-18T19:35:35.000Z","RT @UniversidadxC: @FernandoVallada Fernando, da el paso y niegate a seguir haciendo #marketingverde de @repsol en medios y en ñ @urjc, com…","{}",NA,""
"3130",30,"2021-12-18T19:35:33.000Z","RT @UniversidadxC: @FernandoVallada Fernando, da el paso y niegate a seguir haciendo #marketingverde de @repsol en medios y en ñ @urjc, com…","{}",NA,""
"3131",31,"2021-12-18T19:35:28.000Z","RT @UniversidadxC: @FernandoVallada Fernando, da el paso y niegate a seguir haciendo #marketingverde de @repsol en medios y en ñ @urjc, com…","{}",NA,""
"3132",32,"2021-12-18T19:32:27.000Z","@MyWaylet @pavellons @Repsol @GuiaRepsol @HuaweiMobileESP Pues unas 🍻 y una 🥘 no estaría nada mal para empezar el año acompañado de @ChivatoTaxi","{}",NA,""
"3133",33,"2021-12-18T19:29:12.000Z","RT @LaJornada: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18 millo…","{}",NA,""
"3134",34,"2021-12-18T19:14:31.000Z","RT @AutPortValencia: Celebramos este nuevo CMA CGM propulsado con GNL. En Valenciaport ya prestan servicio dos grandes suministradores de g…","{}",NA,""
"3135",35,"2021-12-18T19:09:46.000Z","RT @LaJornada: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18 millo…","{}",NA,""
"3136",36,"2021-12-18T19:09:34.000Z","Todas estas grandes empresas tipo @Repsol @ferrovial empresas que usan las #Renovables
 de #greenwashing. Es imposible que las apoyen firmemente y en el tiempo corto que ahora se necesita porque va contra sus otros negocios. Ministros @CienciaGob @UniversidadGob @PSOE @PODEMOS","{}",NA,""
"3137",37,"2021-12-18T18:57:09.000Z","@Jfdezgo90 @RubenSanchezTW @iberdrola @Repsol @Endesa Cuidado que el doctor Ruben no haga con sus mentiras que gobierne la extrema derechas ,en Francia electricidad pública https://t.co/SVQNQQEtvh","{}",NA,""
"3138",38,"2021-12-18T18:28:21.000Z","RT @LaJornada: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18 millo…","{}",NA,""
"3139",39,"2021-12-18T18:27:53.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3140",40,"2021-12-18T18:27:50.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3141",41,"2021-12-18T18:24:10.000Z","@lajornadaonline @iberdrola @Repsol *como pago por sobornos.","{}",NA,""
"3142",42,"2021-12-18T18:15:33.000Z","RT @LaJornada: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18 millo…","{}",NA,""
"3143",43,"2021-12-18T17:55:12.000Z","Celebramos este nuevo CMA CGM propulsado con GNL. En Valenciaport ya prestan servicio dos grandes suministradores de gas natural licuado.

@cmacgm @GisDepot @MolgasEnergia @Repsol @Naturgy @Endesa @Iberdrola_En @mitecogob @mitmagob @AjuntamentVLC https://t.co/BPcf7aXulB","{}",NA,""
"3144",44,"2021-12-18T17:54:46.000Z","RT @UniversidadxC: @FernandoVallada Fernando, da el paso y niegate a seguir haciendo #marketingverde de @repsol en medios y en ñ @urjc, com…","{}",NA,""
"3145",45,"2021-12-18T17:53:14.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3146",46,"2021-12-18T17:51:30.000Z","RT @LaJornada: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18 millo…","{}",NA,""
"3147",47,"2021-12-18T17:47:07.000Z","RT @LaJornada: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18 millo…","{}",NA,""
"3148",48,"2021-12-18T17:46:45.000Z","@RubenSanchezTW O se le planta cara desde las instituciones a las eléctricas o seguiremos asistiendo diariamente al robo por parte de @iberdrola @Repsol o @Endesa y es una realidad que sabemos que existe.","{'code': 'Governance', 'polarity': 'N+'}",NA,""
"3149",49,"2021-12-18T17:46:25.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3150",50,"2021-12-18T17:45:25.000Z","RT @UniversidadxC: @FernandoVallada El paso para cambiar el #Marketingverde inoculado en la política de #sostenibilidad en universidad y en…","{}",NA,""
"3151",51,"2021-12-18T17:35:39.000Z","@lajornadaonline @iberdrola @Repsol Jajajaja por pendejos","{}",NA,""
"3152",52,"2021-12-18T17:35:16.000Z","@MyWaylet @pavellons @Repsol @GuiaRepsol @HuaweiMobileESP 🍗🍗🧅🥘🍽🍚paella de pollo @13Brotons","{}",NA,""
"3153",53,"2021-12-18T17:33:27.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3154",54,"2021-12-18T17:31:35.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3155",55,"2021-12-18T17:31:32.000Z","RT @LaJornada: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18 millo…","{}",NA,""
"3156",56,"2021-12-18T17:31:30.000Z","@MyWaylet @pavellons @Repsol @GuiaRepsol @HuaweiMobileESP 🍱🍣Sushi #ralestornell","{}",NA,""
"3157",57,"2021-12-18T17:22:16.000Z","@mouriz 🧐🤔 Me falta una para completar el decálogo. Será que consideran que @Repsol vale x 2 😉😜😂","{}",NA,""
"3158",58,"2021-12-18T17:21:00.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3159",59,"2021-12-18T17:13:01.000Z","@lajornadaonline @iberdrola @Repsol Cuanta lana de esos cobros irá a dar a los bolsillos de los rabiosos opositores de la reforma eléctrica en México como pago por soberanos?
Esos Iberosferos son unos corruptos y unos bandidos!","{}",NA,""
"3160",60,"2021-12-18T17:12:49.000Z","@lajornadaonline @iberdrola @Repsol Por eso en México, la #ReformaEléctricaVa","{}",NA,""
"3161",61,"2021-12-18T17:09:06.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3162",62,"2021-12-18T17:06:23.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3163",63,"2021-12-18T17:05:43.000Z","RT @LaJornada: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18 millo…","{}",NA,""
"3164",64,"2021-12-18T17:04:19.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3165",65,"2021-12-18T16:59:44.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3166",66,"2021-12-18T16:54:59.000Z","RT @LaJornada: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18 millo…","{}",NA,""
"3167",67,"2021-12-18T16:53:50.000Z","RT @LaJornada: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18 millo…","{}",NA,""
"3168",68,"2021-12-18T16:53:41.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3169",69,"2021-12-18T16:53:03.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3170",70,"2021-12-18T16:52:50.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3171",71,"2021-12-18T16:51:52.000Z","RT @LaJornada: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18 millo…","{}",NA,""
"3172",72,"2021-12-18T16:50:00.000Z","Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18 millones de hogares.
Hasta 300 euros por megavatio hora (MWh) pagaron en el país esta semana.
https://t.co/xaxHixsgk2 https://t.co/syEbFkGTOe","{}",NA,""
"3173",73,"2021-12-18T16:49:46.000Z","RT @Alvisepf: -El ex-director de Información de @SanchezCastejon (Alberto Pozas) imputado por espionaje.

-Los ex-jefes de seguridad de @Re…","{'code': 'Governance', 'polarity': 'N'}",NA,"2"
"3174",74,"2021-12-18T16:48:59.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3175",75,"2021-12-18T16:48:39.000Z","@lajornadaonline @iberdrola @Repsol Y ASI SE VERA EN MEXICO ... ESPEREMOS QUE NO PUES TENEMOS A UN EXPERTO EN LA TITULARIDAD DE DICHA SECRETARIA ... JAJAJA","{'code': 'Leadership', 'polarity': 'NONE'}",NA,"3"
"3176",76,"2021-12-18T16:48:12.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3177",77,"2021-12-18T16:47:42.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3178",78,"2021-12-18T16:46:51.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3179",79,"2021-12-18T16:46:37.000Z","@lajornadaonline @iberdrola @Repsol Y muchos se encabronan por el rescate de la @CFEmx   
Al 🌶️ estamos en la gloria!","{}",NA,""
"3180",80,"2021-12-18T16:45:40.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3181",81,"2021-12-18T16:43:57.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3182",82,"2021-12-18T16:42:21.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3183",83,"2021-12-18T16:41:54.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3184",84,"2021-12-18T16:41:30.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3185",85,"2021-12-18T16:40:54.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3186",86,"2021-12-18T16:40:26.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3187",87,"2021-12-18T16:40:22.000Z","RT @lajornadaonline: Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18…","{}",NA,""
"3188",88,"2021-12-18T16:40:00.000Z","Alza histórica en el precio de la luz en #España

Especulación de mayoristas.
@iberdrola y @Repsol tienen en vilo a 18 millones de hogares.
Hasta 300 euros por megavatio hora (MWh) pagaron en el país esta semana.
https://t.co/EzEgCjt7LU https://t.co/ShpBvkibTH","{}",NA,""
"3189",89,"2021-12-18T16:33:18.000Z","Ahora es imposible usar la app @MyWaylet he intentado comprar un ticket de autolavado y no he conseguido encontrarlo y aseguró que no tengo problemas con la informática. No se pq se cambia algo q funciona y va bien @Repsol 
#ComoEmpeorarUnaApp #ComoPerderClientes #waylet #repsol","{}",NA,""
"3190",90,"2021-12-18T16:23:34.000Z","@MyWaylet @pavellons @Repsol @GuiaRepsol @HuaweiMobileESP 🥣🦐🦀🐟🌶️ Sopa de mariscos y pescado picante #LivingLaVidaWaylet @lilBIG94","{'code': 'ProductsServices', 'polarity': 'NONE'}",NA,"3"
"3191",91,"2021-12-18T16:07:31.000Z","@slcuervo @EasyChargerES Pasate por los @MyWaylet @Repsol a dejarte 100€ tratando de cargarlo https://t.co/QWOALV57Ei","{}",NA,""
"3192",92,"2021-12-18T16:04:24.000Z","@MyWaylet @pavellons @Repsol @GuiaRepsol @HuaweiMobileESP 🐟🥘🍷🤤 bacalao al pil pil y vino Rioja con mi amigo Jesús PEDRUEZA","{}",NA,""
"3193",93,"2021-12-18T15:55:25.000Z","@FernandoVallada Fernando, da el paso y niegate a seguir haciendo #marketingverde de @repsol en medios y en ñ @urjc, como te piden @UniCienciaSomos No es un ataque ni mucho menos, es apelar a tu integridad como científico y #pdi de @ESCET_URJC Hay muchas empresas de renovables","{'code': 'Governance', 'polarity': 'NEU'}",NA,"2"
"3194",94,"2021-12-18T15:54:19.000Z","Aviso para navegantes que caen en la red. Aunque cobran por el servicio de asistencia @Repsol gas, si les llamas, ni caso. Desde el martes esperando ...y no tienen culpa. La culpa del cliente por contratar con empresa que no está ni se la espera. @facua @consumidores @consumogob","{'code': 'ProductsServices', 'polarity': 'P'}",NA,"4"
"3195",95,"2021-12-18T15:51:08.000Z","RT @Repsol: Hay gestos que nos mueven y, cuando sumamos nuestras energías, ocurren cosas maravillosas. ¡Felices fiestas!","{}",NA,""
"3196",96,"2021-12-18T15:50:45.000Z","RT @UniversidadxC: @FernandoVallada El paso para cambiar el #Marketingverde inoculado en la política de #sostenibilidad en universidad y en…","{}",NA,""
"3197",97,"2021-12-18T15:50:35.000Z","RT @UniversidadxC: @FernandoVallada El paso para cambiar el #Marketingverde inoculado en la política de #sostenibilidad en universidad y en…","{}",NA,""
"3198",98,"2021-12-18T15:50:28.000Z","RT @UniversidadxC: @FernandoVallada El paso para cambiar el #Marketingverde inoculado en la política de #sostenibilidad en universidad y en…","{}",NA,""
"3199",99,"2021-12-18T15:23:06.000Z","@FernandoVallada El paso para cambiar el #Marketingverde inoculado en la política de #sostenibilidad en universidad y en @csic, incluso colaborando en #formación con empresas contaminantes como @repsol en @urjc, (hay más universidades), han de hacerlo los responsables, los #PDI https://t.co/7MGiuEdgor","{}",NA,""
"3200",0,"2021-12-20T01:54:56.000Z","@oilcata @andrheus @10Mistral @Repsol @MaviZingoni És territori bèl·lic","{}",NA,""
"3201",1,"2021-12-20T01:46:21.000Z","Habéis visto el anuncio de Repsol?... Te desean felices fiestas...

Lo que celebramos es la NAVIDAD, gilip0llas @Repsol","{}",NA,""
"3202",2,"2021-12-20T01:40:33.000Z","@oilcata @andrheus @10Mistral @Repsol @MaviZingoni 2/2) 
…per rebre MILIONS… tela! Ja els toca fotre quelcom una mica net, no creus? 

I els 40 anys que porten llençant milions de tonelades de merda anualment a l’atmosfera?

I el % brutal de malalties dolentes que tenen a La Pobla de Mafumet i El Morell…? Pregunta’ls-hi…","{'code': 'ProductsServices', 'polarity': 'NONE'}",NA,"3"
"3203",3,"2021-12-20T01:35:49.000Z","@oilcata @andrheus @10Mistral @Repsol @MaviZingoni 1/2) Que defensis @REPSOL, té collons. El que pugui invertir ara, serà amb els milions del fons de recuperació europea que rebran! Perquè els sociates ja ho tenen tot asignat a l’ibex. Cosa que els empresaris petits, autònoms i particulars… NI CINC!
—Que ara facin quelcom verd…","{'code': 'ProductsServices', 'polarity': 'P'}",NA,"4"
"3204",4,"2021-12-19T23:17:57.000Z","20/12/2021 récord histórico en el precio de la luz en mercado regulado y tarifas vinculadas a la subasta mayorista.
@jorpow @Ruiz_Noticias @RubenSanchezTW @nachoalvarez_ 
(@iberdrola @Endesa @Naturgy @Repsol @jpmorgan @caixabank @NadiaCalvino @Teresaribera @sanchezcastejon) https://t.co/rgn6o5Gmye","{'code': 'Leadership', 'polarity': 'NONE'}",NA,"3"
"3205",5,"2021-12-19T22:58:28.000Z","@MyWaylet @pavellons @Repsol @GuiaRepsol @HuaweiMobileESP #LivingLaVidaWaylet 🍣🇯🇵 sushi @SenoritaChatham","{}",NA,""
"3206",6,"2021-12-19T22:49:19.000Z","RT @DauradaS: @CelNet_Francoli @CampDeTarragona @costadauradatur @SosTgn @BASF @Repsol @112 @bombers_indigna @gepecedc @EeacGete @Greenpeac…","{}",NA,""
"3207",7,"2021-12-19T22:38:29.000Z","@CelNet_Francoli @CampDeTarragona @costadauradatur @SosTgn @BASF @Repsol @112 @bombers_indigna @gepecedc @EeacGete @GreenpeaceCAT @CGTCatalunya @UGT_Comunica @coopagrariesCAT @ateneucoopcamp @SaludLab_CCOO @govern @EuropeDirectTGN https://t.co/9zxAQcwTBL","{}",NA,""
"3208",8,"2021-12-19T22:22:55.000Z","@Repsol También prometisteis ingreso directo en Waylet por hacerse clientes de la luz…. De verdad cumplís?.","{}",NA,""
"3209",9,"2021-12-19T22:14:23.000Z","@Jurunya @emergenciescat @govern @Dipta_cat @ajconstanti @Repsol @DowIberica No se podia saber… https://t.co/qhA5hHUBHf","{}",NA,""
"3210",10,"2021-12-19T22:14:05.000Z","@Jurunya @emergenciescat @govern @Dipta_cat @ajconstanti @Repsol @DowIberica Tu ho sabies pero potser altres encara s’enpassen que es vapor d’aigua de les torres de refrigeració… no pas de la torxa","{}",NA,""
"3211",11,"2021-12-19T22:12:00.000Z","@Ruben_Sardon @javierhurtado_ @InverMillennial @Repsol @selectra_es Como precio fijo??? A 0,07€ el kWh?
Y en la tarifa regulada más de 0,4€ hoy, me cambio mañana mismo.

Tiene algún truco? Yo llevo en pvpc más de 10 años, antes era lo más barato y ahora es un robo a mano armada desde hace nada poco más de un mes, pero no voy a esperar más","{}",NA,""
"3212",12,"2021-12-19T22:11:07.000Z","@coyuBet2 @emergenciescat @govern @Dipta_cat @ajconstanti @Repsol @DowIberica Era ironia😅","{}",NA,""
"3213",13,"2021-12-19T21:59:37.000Z","@martigasull @Repsol @perearagones Avui ha estat terrible...","{}",NA,""
"3214",14,"2021-12-19T21:57:37.000Z","@Repsol mirar a ver que pasa en tafagas en estella que no reparten a logroño y en laa gasolineras de logroño tampoco hay bombonas,un mes y medio esperando el pedido","{'code': 'ProductsServices', 'polarity': 'NONE'}",NA,"3"
"3215",15,"2021-12-19T21:50:00.000Z","@Repsol @iberdrola @Naturgy @Endesa @populares @PSOE Bajad el precio de la electricidad,hay muchas familias y empresas pasándolo mal. La avaricia rompe el saco","{}",NA,""
"3216",16,"2021-12-19T21:34:39.000Z","@Jurunya @emergenciescat @govern @Dipta_cat @ajconstanti @Repsol @DowIberica Vapor d’aigus és “blanc”, i no fa aquest soroll… el q crema a la torxa és producte","{}",NA,""
"3217",17,"2021-12-19T21:17:53.000Z","@MyWaylet @pavellons @Repsol @GuiaRepsol @HuaweiMobileESP #LivingLaVidaWaylet 🍕 Pizza","{}",NA,""
"3218",18,"2021-12-19T21:06:32.000Z","RT @Jfdezgo90: @RubenSanchezTW Buscas atraco y aparecen los presidentes de @iberdrola @Naturgy @Endesa y @repsol #LasElectricasRoban","{'code': 'Governance', 'polarity': 'N+'}",NA,""
"3219",19,"2021-12-19T21:01:10.000Z","@andrheus @10Mistral @Repsol @MaviZingoni Imagino que deu ser incòmode viure amb el soroll i les llums, sembla territori belic.","{}",NA,""
"3220",20,"2021-12-19T20:04:39.000Z","RT @oilcata: @andrheus @10Mistral A veure, les llums no signifiquen emissions de Co2.
De fet @Repsol , capturant el Co2 (que ho fa!) produe…","{}",NA,""
"3221",21,"2021-12-19T20:04:21.000Z","@oilcata @10Mistral @Repsol @MaviZingoni No sé. Suposo que tot s'ha de veure en perspectiva... Però no m'agrada. I els que viuen als poblets del costat, ni t'explico","{}",NA,""
